news_author,news_headline,related_tweet,post_replies,post_retweets,post_favourites,post_quotes,user_followers,user_following,user_friends,user_mentions,user_favourites,user_tweets_count,user_tweet_count_lists,user_country,misinformation
Linda Qiu,"""Bernie Sanders passed more roll call amendments in a Republican Congress than any other member.""","@mariagmaitland @Rey_Sistance @NightlyPolitics @govtrack @TheSWPrincess The Almanac of American Politics called Sen. Bernie Sanders a practical and successful legislator. In the House, he was dubbed the amendment king for passing more roll-call amendments than any other member.",0.0,1,4,0,1223.0,,2286.0,4.0,24901.0,12302.0,28.0,,1.0
Dan Clark,"Donald Trump is ""against marriage equality. He wants to go back.""","@realhhtworld @WolfHaleyCousin @ariHHT Gay marriage was legalized under the Obama presidency and Trump literally opposed the equality act, what the fuck are you talking about?",0.0,0,4,0,455.0,,701.0,3.0,50328.0,10867.0,3.0,US,1.0
Daniel Funke,Says Hunter Biden died of a crack overdose.,"@santana76cm @seanhannity Bidens son died of drug overdose, Hunter is a crack addict, dated brothers widow and cheated on her with a stripper and knocked her up then refused to pay child support...you cant make this stuff up but yet its real...#faileddad",0.0,0,6,0,378.0,0.0,433.0,2.0,27491.0,6731.0,0.0,,0.0
Katie Sanders,"The Keystone pipeline creates ""35 permanent jobs"" after construction, according to a government report.","@eloytoro @StonedKip @luey_raouf @KEEMSTAR ""In its November 2015 report, the State Department wrote that only 50 jobs would be required to maintain the pipeline after construction  35 full-time jobs and 15 contractors. So the majority of the jobs for the Keystone pipeline would be short-term and construction-related.""",0.0,0,0,0,42.0,,295.0,4.0,21514.0,3787.0,0.0,US,1.0
Madison Czopek,"Quotes Ronald Reagan as saying, Keep voting Democrat ... One day they will restrict your freedoms, restrict your history and restrict your safety. All in the name of professional victims that don't understand the consequences of their ignorance.","""Keep voting Democrat... One day they will restrict your freedoms, restrict your history and restrict your safety, All in the name of professional victims that don't understand the consequences of their ignorance.""
Ronald Reagan",2.0,12,18,1,3640.0,,4604.0,0.0,164491.0,129193.0,25.0,US,0.0
D.L. Davis,"""The past president (Barack Obama) brought Al Sharpton into the White House something like 80 times.""",@ConservativeTht The same Al Sharpton that was invited to the White House by Obama over 80 times? Obama's advisor? What rock did he crawl out from under? POS,0.0,0,0,0,308.0,762.0,186.0,1.0,18502.0,13328.0,21.0,,1.0
Ciara O'Rourke,Says the COVID-19 vaccine doesnt prevent catching or spreading the virus and only lasts months.,"@nytimes The vaccine doesnt work. It wont prevent you from catching Covid, spreading Covid or dying from Covid. The dangerous side effects of the vax  range from myocarditis to Bells Palsy. Fight Covid fascism, do not comply.",0.0,0,1,0,50.0,,235.0,1.0,103.0,3165.0,4.0,US,0.0
Mark Reynolds,"""Most Americans are ready to put it [marijuana prohibition] behind us and move on.""","AMERICA: when a young woman gets killed trying to buy weed. I say to prohibitioners of marijuana, I say lets get busy doing something for Americans addicted street weed, let us move the transaction to a dispensary.  You  prohibition idiots you should be ashamed of yourselves.",0.0,0,0,0,2.0,0.0,89.0,0.0,152.0,399.0,0.0,,1.0
Aaron Sharockman,Says Joe Biden stays in his basement.,@herget43 @Jim_Jordan Tossed in the flag and gave up? You mean like Biden? Trump never gave up - he wanted to country to re open- just like Texas and Florida have- we dont need permission from the basement dweller with a double mask who stays in his basement and runs the country from his phone,0.0,0,0,0,13.0,,282.0,1.0,2512.0,4725.0,0.0,US,0.0
Eric Litke,Says Jacob Blake declared he had a gun in the car and was going to go get it and was brandishing a knife,"@CanceledTee @GarettMeff @gilled34 @MitchFletcher4 @BWestbrookAZ8 He is a MURDER, there is your response. Tamir Rice was murdered for having a toy gun and nothing happened to his killers, The police are being excused for paralyzing Jacob Blake because he had a knife in his car? But THIS you can excuse",0.0,0,0,0,72.0,,265.0,4.0,27957.0,3773.0,0.0,US,0.0
Bill McCarthy,"It now appears there actually was meaningful voter fraud in Fulton County, Georgia, last November. That is not a conspiracy theory. It's true.",@JoyAnnReid Lol. Last ditch effort to beat Trump in November. No way clueless joe can do it so voter fraud is the only option. Ballot harvesting in CA is small potatoes compared to whats possible with digital ballots coming from who knows whom,0.0,0,0,0,2503.0,0.0,2448.0,1.0,19528.0,18711.0,1.0,,0.0
Jaren Holmes,Small trials to test convalescent plasma therapy for coronavirus patients seem to have had some degree of success.,Many doctors are prescribing convalescent plasma for #COVID19 patients.  Please share the name of the doctor prescribing the therapy while putting out the request. TQ.,0.0,2,13,0,5003.0,,2789.0,0.0,33073.0,18676.0,38.0,,1.0
Ciara O'Rourke,"The NFL agreed to give the domestic terror group, BLM, 250 million dollars.",@MrAndyNgo #NFL just agreed to give 250 million to #BLM,1.0,0,0,0,288.0,0.0,108.0,1.0,1119.0,2241.0,2.0,,0.0
Amy Sherman,"Floridas red flag gun law has been used ""about five times a day.""",@townhallcom @GovRonDeSantis what is @MikeBloomberg doing in Florida? @POTUS is he paying off politicians for his gun grab in Florida? @RepMattGaetz please keep an  on @MikeBloomberg while in Florida cuz this dude wants our guns &amp; I'm already pissed about the red flag law from @SenRickScott,0.0,0,0,0,2165.0,,3419.0,4.0,410566.0,208336.0,4.0,US,1.0
Sarah Hauer,"""For decades, the states gas tax has been among the highest in the nation.""",@just_mindy @lisareiss WA pushing to have the highest Gas Tax in the Nation. Heck in 2014 PA was suppose to have highest. We flew out of PA and into WA 5 hours later and WA was .30c higher than PA was when we left.  We are in for a terrible storm,0.0,1,0,0,1275.0,0.0,1266.0,2.0,1672.0,20312.0,12.0,,1.0
Samantha Putterman,Says actor Kurt Russell said this about the police.,"Him: Who?
M: Don whatsit, the guy that plays the chief of police...he was in that thing...that American cop show.
H: You'll have to narrow it down a bit... you mean Kurt Russell?
M: Nooo, Kurt Russell was in The Thing
H: What thing?",1.0,0,0,0,1855.0,0.0,483.0,0.0,92180.0,54969.0,0.0,,0.0
Sean Gorman,"Says President Barack Obama ""will not utter the words radical Islamic terrorism and as matter of policy, nobody in the administration will say the words radical Islamic terrorism.""",@ARDFreedom I meant did you know about the agitators and plants in the links in my Tweet? And that not saying radical Islamic terrorism was across both Bush and Obamas terms? It wasnt just a Democrat thing. All this stuff is so much more complex - everyone just needs to behave and unite.,0.0,0,0,0,6293.0,0.0,6606.0,0.0,99188.0,35683.0,144.0,,1.0
W. Gardner,Says abortions are decreasing.,"I think that all these people supporting the ban, just hate women. Because if they actually cared about decreasing abortions, they would pay attention to the research &amp; do what has been proven to decrease abortions: sex ed and access to birth control.",1.0,0,2,0,898.0,0.0,525.0,0.0,85926.0,13445.0,8.0,,1.0
Ciara O'Rourke,Herd immunity has been reached.,"@James62454018 @AmitAryaMD 3. And given 90 percent of the country is vaccinated, youve reached herd immunity long ago. Meanwhile, our two governments go around maskless, eating at establishment we couldnt afford in our lifetimes. People are angry at government over reach.",1.0,0,0,0,55.0,0.0,347.0,2.0,4863.0,8607.0,0.0,,0.0
Sue Owen,"""A million people  could get health insurance right away"" if Texas expanded Medicaid under Obamacare.","@ElizbethLManess @RealKyleMorris Texas is the uninsured capital of the United States. More than 4.3 million Texans - including 623,000 children - lack health insurance. Texas' uninsurance rates, 1.75 times the national average, if Texans get sick or have a preexisting condition they risk bankruptcy for treatment",0.0,0,0,0,1509.0,,2619.0,2.0,25263.0,10361.0,1.0,,1.0
Ciara O'Rourke,Says the COVID-19 vaccine doesnt prevent catching or spreading the virus and only lasts months.,@jamesjohansen85 @joncoopertweets @electroboyusa Its not even deadly. People would act the same way about the flu if they were told to and deaths/cases were publicized constantly. The vaccine does not even prevent infection or spreading it. Mass hysteria for absolutely no reason.,1.0,0,0,0,105.0,0.0,448.0,3.0,9065.0,2361.0,2.0,,0.0
Ciara O'Rourke,Joe Biden was called for Michigan even though Donald Trump won more votes.,"Trump is leading in Virginia yet its been called for Biden. Meanwhile, Trump is ahead by double digits in Ohio, Michigan and Pennsylvania yet the media is still insistent it's ""too close to call"". Sadly, it appears evident Trump has won and the media is verging on pathetic.",1.0,1,4,0,1481.0,0.0,2525.0,0.0,2890.0,4376.0,27.0,,0.0
W. Gardner,Says Barack Obama has played over 90 rounds of golf as president.,@realDonaldTrump And you know this how?  Are you a crystal ball reader?  Or did @FoxNews tell you that?  You are taking credit for Obama's accomplishments.  Sad!  Your accomplishment is cheating tax payers by playing 90+/- rounds of golf since 1/20/17 on their tax dollars. Crooked Donald!!,0.0,0,0,0,408.0,,229.0,2.0,55086.0,42716.0,7.0,,1.0
Jon Greenberg,Says Dr. Fauci lied about masks in March.,"@BerthaAliciaO11 @TheLastWord @BetoORourke @Lawrence DR. FAUCI :
MARCH 8, 2020

""RIGHT NOW PEOPLE SHOULD NOT BE WALKING AROUND, THERE IS NO REASON FOR PEOPLE TO BE WALKING AROUND WITH MASKS.",1.0,0,0,0,357.0,0.0,669.0,4.0,6412.0,128434.0,23.0,,0.0
Lauren Carroll,"""We have 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin, and they are designed to influence our election.""","@club_ed8 @cspanwj You never fail to amaze me.. 
17 intelligence agencies, civilian and military who have all concluded that these espionage attacks, these cyber attacks, come from the highest levels of the Kremlin. And they are designed to influence our election.",2.0,0,1,0,8970.0,,4506.0,2.0,56678.0,333526.0,387.0,US,1.0
Tom Kertscher,"If I dont take the vaccine, Im at risk for covid. If I do take the vaccine, Im still at risk for covid PLUS Im at risk for permanent vaccine side effects. Therefore Im reducing my risk by not taking the vaccine. Thats the real science.","If I dont take the vaccine, Im at risk for covid. 

If I do take the vaccine, Im still at risk for covid PLUS Im at risk for permanent vaccine side effects. 

Therefore Im reducing my risk by not taking the vaccine. 

Thats the real science.",0.0,0,0,0,333.0,0.0,957.0,0.0,20889.0,7110.0,5.0,,0.0
Tom Kertscher,"""The top 1% pays 90% of income taxes.","@SenatorHagerty Taxing the top 1% who hold more income &amp; wealth than the entire 90% - to lift up the declining middle class is NOT SOCIALISM.  
But, Republican tax cuts &amp; loopholes that allowed the top 1% to accumulate such vast wealth is UNBRIDLED GREED &amp; SELLING OUT U.S. working families.",0.0,0,2,0,586.0,0.0,859.0,1.0,823.0,27503.0,3.0,,0.0
Bill McCarthy,"""DMX received COVID vaccine days before heart attack.""","Now that the test back &amp; family has spoken.. i dont see no media outlets clearing up DMX DID NOT OVERDOSE, he had a heart attack from the COVID19 vaccine!!!",2.0,0,7,0,1371.0,0.0,197.0,0.0,1051.0,100745.0,25.0,,0.0
Jon Greenberg,"Real wages ""went up last year 1.1%.""","@LDYDLJD20 @craigwinberry @CNN Year over year flat month to month with a 1.2% annualized rate.  By the way REAL wages are only up 1.1% over two years.  Be careful of being disparaging when you dont understand the data, genius.",0.0,0,0,0,0.0,,39.0,3.0,101.0,1512.0,0.0,,1.0
Miriam Valverde,Says the nation is locked down and theres a wide open border.,"@UltimateViewers @SenatorAbaribe @MaziEmmaOgbonna @UKinNigeria @RealAdaobi @ObiJYkKg6QGWMAD @AloyEjimakor @HananyaNaftali @BBCAfrica @Twitter @jack @YeleSowore @TimesofIsrael Thank you senator Abaribe. Ask them, when fulani evil government locked them down for three weeks during covid-19, what did they do? Even while the northern border was open and the southern border locked, have they done anything? Confused politicians.",1.0,6,9,0,0.0,,27.0,7.0,74.0,122.0,0.0,US,0.0
Bill McCarthy,The entire city (of Portland) is ablaze all the time.,"@mrctv @realDonaldTrump I live in Portland, the entire city is NOT ablaze all the time and never has been, protesters have changed locations a few times, but it has NEVER been the entire city, it stays in a few block radius!
Get your facts straight @realDonaldTrump, stop lying and making stuff up!",0.0,0,0,0,117.0,,1670.0,2.0,5409.0,4629.0,1.0,US,0.0
Bill McCarthy,The southern U.S. border is now open to anyone from anywhere in the world who wishes to enter our country.,The Biden Administration's policy of an open U.S.Southern Border is killing our legal elderly citizens!!! Hundreds of thousands of COVID 19 positive illegal immigrants have been transported through out U.S. cities. It is the hypocrites of the Socialist Democratic Party killing us,0.0,0,0,0,0.0,,0.0,0.0,1.0,578.0,0.0,,0.0
Jessica Calefati,Joe Biden confirmed his plan to abolish the entire U.S. oil industry.,So Fox News has Alaska numbers up? ALASKA is in play now? When is the last time they went blue? Alaska is in play for abolish the oil industry Biden? Sure why not,15.0,22,59,8,7409.0,0.0,5706.0,0.0,58651.0,61235.0,7.0,,0.0
